doctor_id,Doctor,hospital_id
33107,Ronald Allen,17572
8217,Cody Miller,37106
38917,Tyler Jensen,7986
21827,Kelli Montgomery,33622
25404,Margaret Harris,37215
36840,Tammy Kelley,28851
5005,Brian Campbell,8607
5369,Brittany Fisher,9541
21256,Kathleen Gray,1664
36118,Stephen Schaefer,16596
32219,Richard Greene,16944
38682,Travis Lucero,21565
8754,Crystal Hess,10531
35458,Sherry Patel,33813
37007,Tara Mendez,10872
35262,Sheila Rivera,10572
19988,Joshua Harrell,31787
22187,Kenneth Martinez,22220
9718,Darrell Stein,12122
22379,Kevin Hunt,21394
21512,Katie Ellis,1294
32234,Richard Hayes,5499
25125,Madeline Lopez,20287
30092,Nicole Harris,12105
19827,Joseph Ross,8375
15465,Jacqueline Edwards,21068
25169,Madison Rodriguez,27200
34217,Sarah Gregory,13826
35391,Sheri Nguyen,22194
76,Aaron Morgan,16127
25235,Manuel Gordon,36003
168,Abigail Washington,39430
11185,Dominic Stevens,22614
40019,William Robinson,34975
24001,Leah Mcbride,35265
38404,Tonya Brandt,16082
11144,Diane Stanley,18880
39080,Vanessa Douglas,8071
35092,Sharon Vazquez,16959
11953,Dustin Hancock,22946
11373,Donna Dean,24021
19877,Joseph Williams,16471
31603,Randy Jackson,21516
32574,Robert Decker,26030
15974,James Tyler,9045
31874,Rebecca Smith,28179
36841,Tammy King,1182
6878,Charles Roberts,30850
2834,Annette Craig,7931
27647,Michael Kelly,23122
5867,Cameron Willis,34334
11316,Donald Rush,31138
22079,Kendra Martin,16947
32670,Robert Johnson,9563
2080,Andrew Camacho,20624
31610,Randy Martinez,16823
23965,Lawrence Little,26986
33821,Samuel Guzman,16626
34304,Sarah Peters,27223
31781,Rebecca Garcia,19130
16431,Jason Bullock,10939
9947,David Harrington,4922
2085,Andrew Cole,5661
33641,Samantha Cantu,27604
35644,Stacey Mendoza,12302
10047,David Mendoza,8163
25013,Luis Taylor,5670
33766,Samantha Walker,14753
28549,Molly Dillon,31937
12183,Edward Hudson,19574
1281,Amanda Garcia,7886
19620,Joseph Bowman,23326
27137,Melissa Hall,24792
17314,Jennifer Hunt,31279
17338,Jennifer King,37839
7440,Christine Collins,15911
18830,John King,25291
32132,Ricardo Rogers,1387
29756,Nathaniel Mcclure,18300
516,Alex Berg,24361
18037,Jessica Johnson,17517
14097,Gina Hawkins,22860
14898,Heidi Miller,33204
4629,Brandon Sexton,28072
22149,Kenneth Graves,15961
22541,Kiara Tanner,16856
366,Adriana Francis,24254
14354,Gregory Jordan,30421
18486,Jocelyn Knox,32875
13694,Gabriel Carter,33425
7184,Chris Smith,31176
15268,Jack Williams,3869
35466,Sherry Stafford,37372
26062,Marvin Franklin,16164
16695,Jay Fleming,32167
7507,Christine Mitchell,13700
32155,Richard Bennett,23106
22705,Kimberly Green,3076
4407,Bradley Obrien,29959
33145,Ronald Hernandez,12204
36519,Susan Hunt,7605
33317,Russell Dorsey,5076
16743,Jean Peterson,14909
34052,Sara Costa,14300
9957,David Haynes,20923
18617,Joel Stewart,38996
19790,Joseph Ortega,38338
25808,Mark Glover,27773
38700,Travis Perez,13986
27444,Michael Brooks,11104
7237,Christian Rodriguez,13483
34723,Sean Williams,24277
13466,Felicia Green,23455
24275,Linda Parrish,18736
3471,Ashley Martinez,9697
9176,Dana Sanchez,26073
36227,Steven Ellis,25035
24317,Linda Young,34537
32057,Rhonda Campos,30425
17870,Jesse Parker,29450
29772,Nathaniel Wells,14630
19325,Jonathan Tran,124
32658,Robert Howard,39231
13406,Evan Soto,10910
33928,Sandra Hernandez,38915
26530,Matthew Maynard,11652
28462,Misty Bennett,11000
19090,Johnny Ford,98
18819,John Johnson,5245
1636,Amy Bell,28154
39015,Valerie Eaton,25091
25852,Mark Johnston,27706
20215,Juan Johnson,32326
29464,Nancy Le,16698
863,Alice Sheppard,7760
13792,Gail Jenkins,24120
35728,Stacy Romero,17033
8460,Corey Harris,33309
7122,Cheryl Watson,33259
4594,Brandon Nguyen,35494
27530,Michael Evans,20749
5604,Bryan Blevins,22973
36037,Stephen Garcia,10204
8944,Cynthia Knight,19263
17212,Jennifer Cook,30316
1757,Amy Mccormick,24581
8858,Curtis Martinez,33449
2674,Ann Ross,30683
39890,William Hale,38789
23507,Larry Hernandez,23765
11768,Dr. Julie Williams MD,31958
27704,Michael Mcclain,2807
23599,Laura Burton,10678
21137,Katherine Harris,11021
35744,Stanley Day,616
25318,Marcus Dougherty,18479
21402,Kathryn Riley,22288
9908,David Fowler,30003
6282,Carrie Kim,38073
8454,Corey Figueroa,9114
4972,Brian Acosta,23191
11546,Douglas Johnson,26331
37109,Taylor Mann,7310
18811,John Ingram,14506
12367,Elizabeth Christensen,15419
7370,Christina Pollard,10268
31474,Rachel Pacheco,26843
33978,Sandra Perkins,18555
10397,Debbie Donaldson,4898
13886,Gary Miller,14312
24282,Linda Robinson,26715
16083,Jamie Lozano,19136
11892,Dr. William Lara,38758
36848,Tammy Macdonald,239
21928,Kelly Leonard,14234
14554,Hannah Miller,23324
9841,David Carter,2909
33099,Roger Salazar,38523
35132,Shawn Diaz,37241
37957,Timothy Gonzalez,32812
1251,Amanda Cox,23995
36563,Susan Pacheco,17142
27826,Michael Rojas,14222
7899,Christopher Ross,30834
32105,Rhonda Smith,826
15031,Holly Oneal,11982
6606,Cesar Dean,32538
10060,David Morgan,31424
20552,Justin Cain,36897
36404,Steven Welch,7069
11293,Donald Morales,18513
10091,David Patton,36965
35294,Shelby Lyons,21103
28152,Michelle Hernandez,18217
34973,Shannon Thompson,13015
5348,Brittany Burch,16883
25975,Mark Weber,3340
1196,Alyssa White,13228
37004,Tara Love,18273
7586,Christopher Barnes,22835
9848,David Clark,5681
30785,Patrick Miller,26559
28294,Michelle Werner,14306
35224,Sheila Alvarado,29851
24468,Lisa Clark,12159
24197,Linda Brennan,27853
4134,Betty Wells,3177
16467,Jason Farley,12131
16319,Jared White,7591
5318,Bridget Jones,15137
14098,Gina Hayden,31725
35201,Shawn Warren,25478
11604,Douglas Williams,15178
7890,Christopher Robinson DVM,16947
31784,Rebecca George,23862
18615,Joel Rodriguez,34062
25160,Madison Nelson,4367
26976,Melanie Oconnor,31189
26050,Martin Torres,14236
2888,Anthony Baker,15616
31495,Rachel Romero,8913
28614,Monica Flynn,23642
2539,Angela Vasquez,5044
35821,Stephanie Delacruz,23509
12863,Eric Donovan,10929
32317,Richard Ramirez,4327
35376,Shelly Tran,27961
35927,Stephanie Payne,24717
29378,Ms. Diane Johnson,8429
17262,Jennifer Gomez,27609
21774,Keith Medina,34541
702,Alexandra Erickson,16943
17401,Jennifer Norman,22287
11802,Dr. Margaret Foley MD,18359
11745,Dr. Jesse Benson,32015
30629,Patricia Larsen,12983
29732,Nathan Zhang,4614
27679,Michael Love,33883
30059,Nicole Escobar,38217
23822,Lauren Guzman,1735
17260,Jennifer Gill,3937
11061,Diana Salinas,14167
3004,Anthony Malone,11987
19064,Johnathan Nichols,10167
12111,Edgar Gonzales,26733
36643,Suzanne Knight DDS,102
8316,Colleen Middleton,21336
34166,Sarah Burns,16215
26278,Mary Sandoval,12534
15547,Jade Robinson,26065
36878,Tammy Rivera,39013
13008,Eric Villanueva,8861
13545,Francisco Hampton,27004
12263,Edwin Davis,36361
18478,Joanne Pearson,24388
27636,Michael Jensen,18218
33910,Sandra Daniel,23253
22869,Kimberly White,34926
36183,Steven Allen,22894
28120,Michelle Flynn,573
16346,Jasmine Fisher,6131
35171,Shawn Nielsen,27169
14203,Gloria Evans,9679
6609,Cesar Patel,18458
23247,Kristy Contreras,34120
20430,Julie Green,16448
38639,Tracy Wilson,33014
15841,James Mckenzie,9070
24114,Leslie Dixon,10629
2584,Angelica Zhang,4197
13463,Felicia Fischer,5809
17936,Jessica Bryant,19432
889,Alicia Garza,21110
19080,Johnny Bruce,2743
8579,Courtney Liu,5212
13088,Erica Ramirez,6056
26737,Meagan Ramirez,13316
439,Alan Preston,23035
9916,David Garcia,14158
22490,Kevin Smith,10605
518,Alex Brooks,34343
36368,Steven Schwartz,21446
13189,Erika Williams,11155
28790,Mr. Brian Smith,11559
4695,Brandy Murray,6867
21702,Kayla Walker,9625
29970,Nicholas Young,17131
31372,Rachael Odonnell,23024
33879,Samuel Wallace,14003
18559,Joe May,5274
27279,Melissa Thompson,37213
10920,Desiree Reed,13775
12066,Dylan Stewart,5367
21238,Kathleen Brown,21344
27641,Michael Jordan,27064
11248,Donald Estes,16538
19774,Joseph Moore,28898
27538,Michael Fisher,25371
26032,Martin Daniels,14820
39960,William Mathews,15806
5043,Brian Fernandez,2566
12824,Eric Barrett,4968
4752,Brenda Cantu,21668
14964,Henry Stewart,21696
10661,Denise Lane,5870
24243,Linda Johnson,35176
16441,Jason Cervantes,16950
31780,Rebecca Gallagher,6316
17454,Jennifer Salinas,2519
26376,Matthew Barnes,23575
6204,Carolyn Hunt,16934
10103,David Powell,11983
34595,Scott Walton,6603
39760,Whitney Powell,35839
32493,Robert Armstrong,1578
1576,Amber Payne,10543
1190,Alyssa Turner,39083
25065,Lynn Dunn,13904
26323,Mary Wood,37937
6155,Caroline Cantrell,16393
28597,Monica Brown,14451
15683,James Davidson,36185
19041,John Williams,26944
30522,Pamela Wilson,1527
13714,Gabriel Lee,7871
23354,Kyle Hernandez,19845
1852,Amy Williams,22872
15933,James Romero,28317
3386,Ashley Collins,20995
39605,Wayne Perez,16806
1349,Amanda Martinez,23126
38810,Troy Duncan,2079
21388,Kathryn Moore,34063
4192,Billy Bailey,7587
1788,Amy Palmer,13972
1343,Amanda Love,12026
1372,Amanda Morris,11474
30604,Patricia Hart,7902
4089,Beth White,36451
27521,Michael Dunn,27734
6680,Chad Perez,24910
31108,Penny Avila,35117
6334,Casey Berger,28306
3184,April Bartlett,17545
36949,Tanya Johnson,11388
3390,Ashley Curtis,2107
20935,Karen Perez,20158
4825,Brenda Pineda,36445
26468,Matthew Harvey,17406
6684,Chad Roberts,33516
9199,Daniel Baker,10773
12448,Elizabeth Jackson,27978
15754,James Henderson,10469
36970,Tanya Weber,473
31523,Ralph Anderson,31877
29289,Mrs. Michele Green,9620
35198,Shawn Torres,11266
38862,Tyler Butler,28349
1615,Amber West,31185
35566,Sonya Steele,24142
30374,Paige Johnson,6916
36750,Tamara Maddox,6984
19857,Joseph Thompson,33267
3050,Anthony Ramirez,26333
34165,Sarah Burke,38948
20170,Joyce Hayes,23602
26696,Maurice Martin,36705
12087,Ebony Robinson,16358
5157,Brian Peterson,27731
32668,Robert Jensen,4779
36521,Susan Hunter,1788
30684,Patricia Small,15104
38024,Timothy Nguyen,37105
30410,Pamela Boyle,21189
3220,April Jackson,12285
9879,David Dixon,4658
12099,Eddie Lambert,26936
9045,Dakota Cunningham,18539
640,Alexander Monroe,26107
23713,Laura Pollard,35290
6643,Chad Hernandez,9816
34066,Sara Hoffman,4720
29162,Mrs. Cynthia Baker,1252
28044,Michele Thompson,18559
10196,David Ward,19899
32547,Robert Chavez,30723
4109,Bethany Marshall,19322
22380,Kevin Hunter,3136
3122,Anthony Williams,15093
15806,James Leach,28152
37869,Tiffany Underwood,505
8960,Cynthia Morris,25821
39150,Vanessa Warner,4856
35641,Stacey Melendez,3452
38076,Timothy Wheeler,29687
28267,Michelle Sloan,34433
33304,Ruben Morales,39205
28874,Mr. James Allen,14187
39452,Vincent Vasquez,27358
33780,Samantha Zimmerman,31182
6439,Cassandra Parks,3124
19877,Joseph Williams,33441
25902,Mark Nelson,1188
7324,Christina Hendrix,22628
13924,Gary Thomas,39743
7964,Christopher Vega,10555
23680,Laura Le,18224
35108,Shaun Smith,14030
31930,Regina Bean,22849
21155,Katherine Knox,14870
20010,Joshua Jones,20432
12637,Emily Estrada,13555
9633,Danny Jones,171
3378,Ashley Carter,7327
27370,Meredith Williams,12114
2030,Andrea Shepard,20508
12882,Eric Gutierrez,31738
31965,Regina Wright,21534
26081,Mary Anderson,35322
21508,Katie Davidson,9847
39402,Victoria Smith,14891
38468,Tracey Foster,3962
4639,Brandon Taylor,28527
21433,Kathy Andrews,32337
11758,Dr. Johnny Taylor,34616
3613,Audrey Scott,12414
27569,Michael Gonzalez,33653
36093,Stephen Oconnor,31137
16378,Jasmine Murray,24747
24447,Lisa Benson,1482
40041,William Simmons,15040
2147,Andrew James,29695
15758,James Higgins,22232
13153,Erika Bender,20615
19675,Joseph Finley,20377
27386,Michael Anderson,34612
25342,Marcus Moore,381
10356,Deanna Graham,32480
15052,Holly Ward,18174
27872,Michael Summers,13862
2079,Andrew Butler,24582
9972,David Hood,6610
28079,Michelle Bush,38244
35091,Sharon Vance,18380
33477,Ryan Martinez,8938
30381,Paige Murphy,11140
36319,Steven Moran,34691
32628,Robert Haney,28688
16364,Jasmine Johnson,5532
19105,Johnny Ray,15548
7100,Cheryl Pennington,10765
24489,Lisa Dominguez,33076
10607,Denise Ali,39194
31591,Randy Garcia,4657
37641,Thomas Moreno,11185
37432,Theresa Eaton,6944
9884,David Dudley,7869
36467,Susan Chang,15188
8518,Cory Reed,16639
29791,Nicholas Bowman,19290
10246,Dawn Fernandez,5240
40170,Yolanda Holland,36780
27189,Melissa Mathews,25289
7560,Christine Washington,34945
854,Alfred Sweeney,177
37642,Thomas Morgan,37901
14383,Gregory Murphy,23503
29129,Mrs. Angelica Miller,12623
34135,Sara Wells,17482
3845,Barry Jones,3894
33268,Roy Conway,32248
4196,Billy Davis,37039
31106,Peggy Scott,24595
28293,Michelle Wells,11696
3085,Anthony Smith,14602
33939,Sandra Johnson,7863
27784,Michael Pittman,18472
35654,Stacey Ray,14031
13289,Erin Strickland,38700
21382,Kathryn Lopez,255
2473,Angela Moreno,6982
25481,Maria Cooper,14235
35102,Shaun Hill,18762
18383,Jimmy Walker,35846
22739,Kimberly Kelley,12449
19043,John Wolf,39019
3296,Ariel Gallegos,5425
30217,Nicole Wright,14632
39765,Whitney Smith,4293
26431,Matthew Edwards,29770
13100,Erica Stephens,14054
24962,Lucas Walker,19293
29530,Natalie Greene,23526
25419,Margaret Marshall,17301
27494,Michael Crosby,4837
13288,Erin Stewart,18716
12146,Edward Burgess,8578
26445,Matthew Gamble,35991
2873,Annette Walters,27466
7921,Christopher Shelton,23219
15799,James Knight,31866
17470,Jennifer Smith,13213
35541,Sonia Ramirez,13274
34354,Sarah Turner,21487
11638,Dr. Bradley Briggs,15839
9974,David Howard,29998
22537,Kiara Lane,20956
14365,Gregory Lindsey,39294
12583,Elizabeth Williams,12142
30595,Patricia Gill,24208
22794,Kimberly Parker,9395
40008,William Ray,39001
27391,Michael Arellano,16663
26954,Melanie Henry MD,28232
38796,Troy Bird,13851
40098,Willie Cannon,29349
14569,Hannah Richardson,16532
26757,Megan Castaneda,19534
37604,Thomas Lambert,30448
11751,Dr. Jesus Gonzalez MD,27872
1254,Amanda Cruz,6931
4221,Billy Wilson,9501
2489,Angela Phillips,36220
30043,Nicole Collins,34780
13109,Erica Warren,23181
14379,Gregory Mitchell,18863
6560,Catherine Simpson,36813
14380,Gregory Moody,30383
17300,Jennifer Hernandez,25823
29885,Nicholas Mcpherson,38270
6053,Carmen Austin,35708
31399,Rachel Coleman,7575
5825,Calvin Welch,31758
5795,Calvin Cook,8489
18157,Jessica Schaefer,26940
34663,Sean Johnson MD,475
1271,Amanda Finley,25207
25118,Madeline Graham,33910
13649,Fred Nguyen,17060
36200,Steven Brooks,29258
36183,Steven Allen,11164
34633,Sean Garrison,3304
32518,Robert Bowen,32297
13859,Gary Hamilton,36287
24021,Lee Castillo,3614
32977,Robin Price,12576
3663,Austin Mills,14049
8071,Cindy Olson,27561
21323,Kathleen Turner,389
38366,Tony Johnson,16546
36551,Susan Murphy,20911
38791,Troy Arnold,22257
4001,Benjamin Powell,19769
31524,Ralph Barber,19571
27445,Michael Brown,30235
11843,Dr. Richard Lewis,34313
9701,Darrell Ford,29714
37344,Terry Chan,34975
11313,Donald Rojas,2088
22237,Kenneth Thompson,35762
6140,Carol Thomas,32878
36822,Tammy Garcia,21263
13640,Franklin Morrison,9774
26421,Matthew Dawson,28501
2032,Andrea Stewart,30460
35259,Sheila Nguyen,35534
36868,Tammy Parker,34077
9443,Daniel Stevenson Jr.,19280
5913,Carl Jones,10818
6834,Charles Meadows,11956
26034,Martin Fields,31411
891,Alicia Glenn,19807
23911,Laurie Dougherty,22635
3326,Ashlee Blackwell,22735
15917,James Reyes,7238
17186,Jennifer Burgess,12346
3170,Antonio Smith,37585
36454,Susan Bates,4977
2433,Angela Hood,9417
36243,Steven Gross,26388
33160,Ronald Maddox,17862
15314,Jacob Berry Jr.,27774
21591,Katrina Nguyen,35411
17864,Jesse Navarro,3332
30162,Nicole Perkins,25003
39945,William Levine,3065
12384,Elizabeth Day,22661
3572,Ashley Ware,25742
24891,Lori Wilson,17094
33960,Sandra Medina,16279
17404,Jennifer Obrien,5608
13110,Erica Washington,9946
10588,Debra Powers,54
27299,Melissa White,17423
9369,Daniel Moore,35742
37540,Thomas Curtis,9474
6015,Carlos Perkins,36661
9006,Cynthia Summers,26123
7576,Christopher Anderson,19064
31473,Rachel Owens,20809
24630,Lisa Nunez,10657
1766,Amy Miller,1875
24273,Linda Owen,23455
3621,Austin Adams,21689
30017,Nicole Bates,34057
12873,Eric Fuentes,4512
6066,Carmen Mann,34651
19446,Jordan Turner,22705
13844,Gary Delgado,14949
7133,Cheyenne Larson,14089
29897,Nicholas Neal,12834
18852,John Macias,38164
10895,Derrick Travis,24373
35911,Stephanie Morrison,18546
3929,Benjamin Curtis,39212
11838,Dr. Rachel Obrien,20421
10568,Debra Leblanc,3583
38572,Tracy Kelley,28730
11740,Dr. Jennifer Norman,14917
35730,Stacy Smith,23302
27732,Michael Mooney,18286
16505,Jason Hayden,36260
38420,Tonya Harmon,11177
15756,James Hernandez,27020
23889,Lauren Tate,29483
14031,George Thomas,6209
9792,David Alexander,6470
32897,Roberto Carson,29704
1147,Alyssa Dyer,2976
23121,Kristin Maynard,24839
34235,Sarah Holmes,38744
16707,Jay Mccormick,16677
36054,Stephen Heath,25776
15064,Howard Flores,3768
36553,Susan Myers,24618
6441,Cassandra Perez,16762
36568,Susan Phillips,29941
22939,Kristen Bartlett,10628
38819,Troy Henderson,23833
13721,Gabriel Morris,30733
8729,Crystal Cross,26170
9942,David Hansen,21506
23105,Kristin Juarez,20138
40100,Willie Cochran,29491
6630,Chad Fitzpatrick,19146
2240,Andrew Shelton,33866
35304,Shelby Smith,8518
32883,Roberta Bradshaw,15683
9327,Daniel Jones,14861
13878,Gary Lowery,11797
8076,Cindy Ruiz,23472
2987,Anthony Johnson,29651
31835,Rebecca Morales,3108
23749,Laura Valdez DDS,10322
18270,Jill Green,17089
4322,Bonnie Smith,17180
36486,Susan Forbes,5566
7962,Christopher Vaughan,31076
6402,Cassandra Coleman,31936
6785,Charles Hernandez,14216
10036,David Mccall,18215
10790,Derek Bass,26174
10218,David Wood,22206
12006,Dustin Walker,39781
27544,Michael Francis,25269
12453,Elizabeth Johnson,13154
32111,Rhonda Williams,11973
1126,Alyssa Alvarez,26826
24321,Lindsay Baker,10761
10154,David Smith,31269
23637,Laura Garcia,20929
28320,Miguel Huber,4261
31895,Rebecca Williams,4601
18342,Jim Gray,15109
10044,David Mclean,27830
4668,Brandy Bentley,37928
32652,Robert Holt,17865
35795,Stephanie Buckley,28909
7119,Cheryl Vargas,4069
27166,Melissa Johnson,21483
5412,Brittany Moran,1809
16832,Jeffery Hall,27920
24225,Linda Harvey,28156
32878,Robert Wright,35515
39394,Victoria Price,13484
32342,Richard Shaw,217
6824,Charles Marks,30577
21736,Keith Carroll,25107
4329,Bonnie Ware,39140
1124,Alvin Snyder,22760
38745,Trevor Gallagher,16568
14802,Heather Sanders,200
38777,Tricia Reynolds,11970
10078,David Olsen,10677
17986,Jessica Fisher,26542
17113,Jenna Davis,14854
31823,Rebecca Maddox,13976
36337,Steven Padilla,12979
38724,Travis Ward,25585
34611,Sean Ayers,15016
17403,Jennifer Norton,10487
27800,Michael Ray,19882
23816,Lauren Garcia,9517
33063,Rodney Wright,32984
20848,Karen Evans,23247
5538,Brooke Rodriguez,10121
22546,Kim Anthony,34206
4078,Beth Pollard,1125
29702,Nathan Reyes,38392
32842,Robert Vasquez,22727
19255,Jonathan Martinez,28270
11092,Diane Clark,23558
22228,Kenneth Shea,18343
21634,Kayla Graves,17780
28162,Michelle Johnson,14310
25411,Margaret Johnson,14131
16055,Jamie George,2925
8467,Corey Martinez,9683
29485,Nancy Pierce,39715
19329,Jonathan Walker,39440
18391,Jo Hansen,14834
13494,Fernando Erickson,35106
32384,Richard Wilson,14682
3030,Anthony Nguyen,28402
35993,Stephanie Wolfe,21009
23368,Kyle Kemp,20156
21154,Katherine Kelly,8618
11409,Donna Kennedy,13761
20809,Kara Torres,17984
27445,Michael Brown,4617
22700,Kimberly Gonzales,941
28995,Mr. Matthew Pittman,10718
18817,John Jimenez,13281
21446,Kathy Diaz,6220
26717,Mckenzie Hardy,6120
33753,Samantha Solomon,31278
21114,Katherine Davis,35858
28787,Mr. Brett Huffman,5434
21184,Katherine Norton,33991
25280,Marc Stewart,35316
11844,Dr. Rick Ryan,20460
27844,Michael Serrano,30741
9924,David Golden,10538
29979,Nichole Evans,34620
2799,Anne Franco,29571
27394,Michael Arnold,13988
300,Adam Stewart,14869
3065,Anthony Rodriguez,35484
19932,Joshua Cochran,6018
32355,Richard Sullivan,24695
4670,Brandy Bowman,19188
7569,Christopher Abbott,12833
24935,Louis Ward,5763
2958,Anthony Hammond,15737
24607,Lisa Mccoy,34141
12743,Emily Rivera,25513
39910,William Holloway,24873
7082,Cheryl Kirby,22070
5677,Bryan Reilly,26648
1519,Amber Gonzalez,3270
18229,Jesus Lewis,24136
36596,Susan Smith,23784
9218,Daniel Brown,21934
22197,Kenneth Nash,4458
26008,Martha Ortiz,15396
24151,Leslie Moran,14845
17284,Jennifer Hanson,38421
17328,Jennifer Jones,29492
32283,Richard Molina,33041
32364,Richard Vargas,11682
821,Alexis Mason,18388
354,Adrian Smith,22364
19941,Joshua Cruz,23935
22105,Kenneth Bell,29671
17413,Jennifer Patterson,9576
21761,Keith Jenkins,26414
2526,Angela Stevens,30799
22653,Kimberly Coffey,17777
21083,Katelyn Zamora,21078
26493,Matthew Jimenez,23264
18792,John Harris,28290
37024,Tara Schaefer,38961
424,Alan Hernandez,33827
8842,Curtis Ferguson,20934
35349,Shelly Ferguson,2785
27867,Michael Stephens,35496
1561,Amber Mcgee,34106
21174,Katherine Mcdowell,12072
38443,Tonya Novak,13906
21986,Kelly Smith,5201
36745,Tamara Jackson,26679
29792,Nicholas Brennan,29245
22253,Kenneth Young,12673
35197,Shawn Todd,20997
18799,John Hernandez,7282
27378,Michael Adkins,38284
7585,Christopher Barker,27044
21376,Kathryn Jones,25773
18841,John Lewis,23630
32885,Roberta Castillo,7280
1637,Amy Bennett,17157
20704,Justin Wallace,16937
27857,Michael Smith,15804
25861,Mark Krueger,21653
25236,Manuel Hamilton,28363
36781,Tami Moran,25904
18168,Jessica Short,19002
10797,Derek Cantu,16283
3196,April Conrad,1757
15884,James Ortiz,572
12885,Eric Harper,12645
15179,Isabel Branch,11611
2737,Anna Jones,11543
4288,Bobby Shelton,5701
1735,Amy Jackson,13947
19488,Jose Banks,18666
12744,Emily Robbins,31296
7406,Christina Wang,31199
28504,Mitchell Daniel,39024
1911,Andre Scott,11601
32305,Richard Parsons,24657
35913,Stephanie Mullen,7585
32017,Renee Miles,26979
433,Alan Moore,25067
34147,Sarah Austin,2513
28535,Mitchell Warner,5015
24238,Linda Huynh,22028
24271,Linda Nguyen,32334
36064,Stephen Jensen,31117
39250,Vickie Johnson,3474
34869,Shannon Christian,20656
38416,Tonya Fisher,23380
25425,Margaret Mitchell,13699
32528,Robert Brooks,33239
17041,Jeffrey Ramirez,13847
24571,Lisa Jordan,3728
22066,Kendra Booth,34802
17029,Jeffrey Patterson,3162
26392,Matthew Buchanan,17519
19043,John Wolf,37080
29801,Nicholas Clark,31633
32609,Robert Gentry,3515
7486,Christine Johnson,9662
31633,Randy Wilkinson,8108
2213,Andrew Ramos,1362
10095,David Perry,27248
27200,Melissa Meza,25596
1936,Andrea Carr,34731
6106,Carol Hood,31347
1823,Amy Simmons,2510
24554,Lisa Howard,15186
37199,Teresa Erickson,1021
8402,Connie Rodriguez,31464
34828,Shane Rodriguez,2831
15736,James Gray,31079
28140,Michelle Griffith,10770
5990,Carlos Briggs,23689
33320,Russell George,32957
30808,Patrick Robinson,31204
22291,Kevin Andrews,21032
27839,Michael Savage,17291
17376,Jennifer Meadows,20631
19157,Jonathan Anthony,2607
4197,Billy Flores,34978
15098,Hunter Strong,32481
17247,Jennifer Ford,2140
13696,Gabriel Crawford,10170
24595,Lisa Lopez,14349
33137,Ronald Franklin,34424
23083,Kristin Carter,28994
32312,Richard Phelps,29476
21743,Keith Douglas,11933
30051,Nicole Cunningham,17225
28528,Mitchell Ray,24230
29853,Nicholas Herrera,883
25038,Luke Miller,15151
26822,Megan Mccarty,30168
20455,Julie Jackson,582
1260,Amanda Dominguez,31584
18051,Jessica Leach,31232
32383,Richard Williams,33806
14471,Haley Cruz,13054
18021,Jessica Hess,36372
28076,Michelle Brown,17278
21178,Katherine Miller,35327
30067,Nicole Ford,3072
20067,Joshua Pennington,39787
25731,Mark Armstrong,33435
31185,Peter Mendoza,9810
32368,Richard Walker,33074
9354,Daniel Massey,31563
18710,John Cordova,27195
29026,Mr. Richard Bean,32148
31268,Philip Welch,5665
1241,Amanda Chan,13109
30925,Paul Hoffman,4122
17757,Jerry Davis,17558
17783,Jerry Miller,17652
36854,Tammy Mcdonald,24486
25773,Mark Curry,20488
25677,Marisa Byrd,27173
7893,Christopher Rogers,11827
18885,John Moore,18678
4879,Brent Berry,24108
4493,Brandon Baxter,15090
8379,Connie Duarte,23507
24201,Linda Butler,23112
4979,Brian Anderson,1319
35778,Stephanie Austin,23245
7947,Christopher Suarez,24886
21187,Katherine Ortiz,36960
11942,Dustin Frazier,26040
5157,Brian Peterson,14439
3299,Ariel Mckinney,38092
32228,Richard Harmon,3660
710,Alexandra Hall,34206
6329,Casey Atkinson,14842
1179,Alyssa Randall,6467
34128,Sara Wagner,15
30908,Paul Gomez,21161
4528,Brandon Frost,23630
20192,Juan Bernard,9102
13764,Gabrielle Garcia,32635
26595,Matthew Rose,32621
5338,Brittany Beard,38652
25405,Margaret Henderson,36525
7398,Christina Thomas,31568
14859,Hector Roberts,7821
7033,Cheryl Adams,12615
33337,Russell Payne,6377
3699,Austin Williams,36292
4222,Blake Adams,20999
630,Alexander Lester,8132
5017,Brian Colon,30746
25241,Manuel Martinez,6598
37879,Tiffany Yoder,23547
15704,James Fisher V,18448
10364,Deanna Mccarthy,3212
34613,Sean Ball,17377
23584,Laura Alvarez,8859
2655,Ann Larson,39694
5728,Caitlin Espinoza,35843
24351,Lindsay Phillips,11343
35690,Stacy Best,19914
7150,Chloe Tapia,28348
20103,Joshua Spencer,11616
25930,Mark Reed,3265
14118,Gina Oconnell,1907
123,Aaron Wright,3235
35448,Sherry Maxwell,16231
19566,Jose Pollard,13703
1383,Amanda Nunez,21450
23964,Lawrence Lewis,17875
32766,Robert Pena,23341
30011,Nicole Avila,34491
19824,Joseph Rocha,5512
28354,Mike Ferguson,12038
23795,Lauren Clark,15050
28401,Miranda Russell,26603
16974,Jeffrey Howell,17502
8892,Cynthia Brewer,18630
2202,Andrew Parks,7007
27884,Michael Turner,28850
726,Alexandra Mitchell,2480
15378,Jacob Martinez,3171
13595,Frank Lindsey,28524
15787,James Jones,25851
34413,Scott Allen,8473
7886,Christopher Rivera,5498
13475,Felicia May,13821
5724,Caitlin Clark,11980
24072,Leonard Jackson,18464
6791,Charles Holden,4455
9329,Daniel Kemp,18536
